lapTime_delta,position_delta,mapCollisions_total,shellsUsed_total,bananasUsed_total,mushroomsUsed_total,starsUsed_total,bananaHitsReceived_total,shellHitsReceived_total,player_type,aggressiveness,hit_ratio,powerup_efficiency
20.212,4.8,27,0,3,0,0,6,6,Clumsy,3,3.0,0.10714285714285714
25.113,5.4,37,3,3,0,0,5,5,Clumsy,6,1.4285714285714286,0.15789473684210525
38.017,5.8,8,0,1,0,0,2,0,Slow,1,1.0,0.1111111111111111
12.081,2.6,2,1,2,3,0,1,2,Conservative,3,0.75,1.0
11.308,2.0,0,1,1,2,0,2,1,Conservative,2,1.0,2.0
15.338,3.3,5,0,0,1,0,1,1,Conservative,0,2.0,0.0
12.77,3.0,3,2,0,3,0,1,1,Conservative,2,0.6666666666666666,0.5
21.409,4.0,2,1,1,2,0,1,0,Slow,2,0.3333333333333333,0.6666666666666666
25.516,4.6,2,0,2,0,0,2,2,Slow,2,1.3333333333333333,0.6666666666666666
13.869,2.6,4,1,2,2,0,2,0,Conservative,3,0.5,0.6
22.915,4.5,18,5,5,2,0,4,7,Chaotic,10,1.0,0.5263157894736842
17.273,4.0,7,0,2,3,1,2,1,Conservative,2,1.0,0.25
13.495,2.7,4,2,1,2,0,2,1,Conservative,3,0.75,0.6
7.0,1.0,9,7,2,2,0,5,3,Chaotic,9,0.8,0.9
15.071,4.7,18,3,7,0,0,8,8,Chaotic,10,1.4545454545454546,0.5263157894736842
18.343,4.7,30,1,0,2,0,6,3,Clumsy,1,4.5,0.03225806451612903
14.998,4.0,24,2,2,2,0,8,5,Clumsy,4,2.6,0.16
16.22,3.6,6,2,1,0,0,1,1,Conservative,3,0.5,0.42857142857142855
14.941,3.9,2,1,2,0,0,2,1,Conservative,3,0.75,1.0
28.804,2.0,31,1,7,0,0,10,8,Chaotic,8,2.0,0.25
10.846,1.9,6,3,3,1,0,0,0,Pro,6,0.0,0.8571428571428571
30.0,5.8,37,2,3,1,0,4,3,Clumsy,5,1.1666666666666667,0.13157894736842105
21.873,4.4,20,7,5,0,0,9,6,Chaotic,12,1.1538461538461537,0.5714285714285714
20.237,3.8,21,3,6,3,0,3,8,Chaotic,9,1.1,0.4090909090909091
12.845,2.6,15,5,4,0,0,6,5,Aggressive,9,1.1,0.5625
7.898,1.8,2,3,0,5,0,1,2,Pro,3,0.75,1.0
11.158,2.2,1,1,0,3,0,2,1,Conservative,1,1.5,0.5
14.495,3.0,5,0,2,1,0,1,2,Conservative,2,1.0,0.3333333333333333
30.0,6.0,39,3,0,0,0,3,4,Clumsy,3,1.75,0.075
29.796,4.5,4,2,0,0,0,2,0,Slow,2,0.6666666666666666,0.4
32.274,5.5,8,1,2,1,0,1,0,Slow,3,0.25,0.3333333333333333
40.0,6.0,8,0,1,0,0,0,1,Slow,1,0.5,0.1111111111111111
21.186,4.9,27,2,1,1,0,8,6,Clumsy,3,3.5,0.10714285714285714
17.88,4.3,27,2,1,2,0,5,6,Clumsy,3,2.75,0.10714285714285714
18.915,4.5,23,1,1,1,0,4,5,Clumsy,2,3.0,0.08333333333333333
18.476,4.7,27,3,3,1,0,5,6,Clumsy,6,1.5714285714285714,0.21428571428571427
24.659,4.6,3,0,0,1,0,0,0,Slow,0,0.0,0.0
28.27,4.9,4,2,0,2,0,1,2,Slow,2,1.0,0.4
15.906,3.0,6,0,1,2,0,1,1,Conservative,1,1.0,0.14285714285714285
8.668,1.4,2,2,1,3,0,2,1,Pro,3,0.75,1.0
11.161,1.6,10,0,3,0,0,9,4,Chaotic,3,3.25,0.2727272727272727
21.598,2.4,7,7,0,5,0,4,5,Chaotic,7,1.125,0.875
23.707,4.3,22,4,0,3,0,6,3,Chaotic,4,1.8,0.17391304347826086
28.27,5.7,38,1,3,1,0,4,5,Clumsy,4,1.8,0.10256410256410256
7.988,1.3,1,5,1,5,0,2,2,Pro,6,0.5714285714285714,3.0
25.816,5.3,35,0,3,0,0,6,3,Clumsy,3,2.25,0.08333333333333333
32.477,5.4,5,0,1,0,0,0,0,Slow,1,0.0,0.16666666666666666
14.494,3.2,2,2,2,1,0,1,0,Conservative,4,0.2,1.3333333333333333
8.318,1.2,6,5,5,2,0,3,4,Aggressive,10,0.6363636363636364,1.4285714285714286
37.147,5.6,7,1,1,2,0,2,2,Slow,2,1.3333333333333333,0.25
27.528,4.7,4,0,0,0,0,2,2,Slow,0,4.0,0.0
11.992,2.4,14,4,3,5,0,3,6,Aggressive,7,1.125,0.4666666666666667
8.603,1.5,8,4,3,3,0,8,4,Aggressive,7,1.5,0.7777777777777778
31.855,5.1,8,2,2,2,0,1,2,Slow,4,0.6,0.4444444444444444
10.966,3.7,6,1,2,1,0,1,1,Conservative,3,0.5,0.42857142857142855
29.468,6.0,36,3,0,2,0,5,5,Clumsy,3,2.5,0.08108108108108109
16.946,3.4,6,2,2,3,0,2,1,Conservative,4,0.6,0.5714285714285714
24.199,5.3,36,3,3,0,0,6,5,Clumsy,6,1.5714285714285714,0.16216216216216217
22.804,4.3,1,2,0,1,0,0,2,Slow,2,0.6666666666666666,1.0
12.279,3.1,2,2,1,1,0,2,1,Conservative,3,0.75,1.0
9.244,1.6,3,2,1,0,0,2,0,Pro,3,0.5,0.75
31.776,4.8,6,1,2,2,0,2,2,Slow,3,1.0,0.42857142857142855
8.227,1.2,2,2,3,0,0,1,2,Pro,5,0.5,1.6666666666666667
26.674,4.7,3,2,1,0,0,2,0,Slow,3,0.5,0.75
17.391,3.7,6,1,0,0,0,1,2,Conservative,1,1.5,0.14285714285714285
17.597,4.2,4,1,1,1,0,2,2,Conservative,2,1.3333333333333333,0.4
13.926,2.9,10,7,2,3,0,9,7,Chaotic,9,1.6,0.8181818181818182
15.447,3.4,6,1,1,1,0,2,1,Conservative,2,1.0,0.2857142857142857
7.0,1.0,8,1,6,5,0,6,6,Chaotic,7,1.5,0.7777777777777778
23.121,4.7,3,2,2,0,0,1,1,Slow,4,0.4,1.0
10.586,1.7,12,5,3,4,0,8,5,Aggressive,8,1.4444444444444444,0.6153846153846154
9.178,1.1,2,0,2,5,0,2,1,Pro,2,1.0,0.6666666666666666
22.373,4.4,0,2,0,2,0,2,0,Slow,2,0.6666666666666666,2.0
11.191,2.3,0,0,2,0,0,2,0,Conservative,2,0.6666666666666666,2.0
9.947,1.4,11,3,3,5,0,4,3,Chaotic,6,1.0,0.5
14.904,4.1,22,2,2,2,0,5,5,Clumsy,4,2.0,0.17391304347826086
14.359,3.1,4,2,2,3,0,1,2,Conservative,4,0.6,0.8
11.415,2.3,1,1,0,0,0,2,1,Conservative,1,1.5,0.5
15.804,3.3,6,0,0,3,0,0,0,Conservative,0,0.0,0.0
24.015,4.1,2,1,2,2,0,0,2,Slow,3,0.5,1.0
28.159,4.6,4,1,0,0,0,0,1,Slow,1,0.5,0.2
29.868,5.0,6,1,1,2,0,1,2,Slow,2,1.0,0.2857142857142857
13.479,3.0,16,6,5,1,0,5,6,Aggressive,11,0.9166666666666666,0.6470588235294118
9.333,1.6,5,4,3,4,0,0,2,Pro,7,0.25,1.1666666666666667
13.892,2.9,4,0,2,1,0,2,2,Conservative,2,1.3333333333333333,0.4
8.573,1.5,1,5,2,5,0,0,0,Pro,7,0.0,3.5
23.387,4.4,0,0,1,2,0,1,0,Slow,1,0.5,1.0
28.816,5.8,39,1,2,0,0,6,4,Clumsy,3,2.5,0.075
10.556,2.3,0,1,2,3,0,0,2,Conservative,3,0.5,3.0
8.0,1.0,5,4,8,0,0,5,4,Aggressive,12,0.6923076923076923,2.0
22.219,4.5,23,7,1,3,0,5,8,Chaotic,8,1.4444444444444444,0.3333333333333333
29.859,5.7,39,1,1,0,0,6,3,Clumsy,2,3.0,0.05
37.458,5.7,7,2,1,1,0,0,2,Slow,3,0.5,0.375
9.513,1.5,8,7,3,2,0,7,3,Aggressive,10,0.9090909090909091,1.1111111111111112
17.705,4.0,8,1,2,1,0,1,2,Conservative,3,0.75,0.3333333333333333
12.903,2.9,4,2,2,3,0,2,1,Conservative,4,0.6,0.8
23.063,4.7,1,0,1,1,0,2,1,Slow,1,1.5,0.5
16.672,4.4,22,2,2,2,0,3,5,Clumsy,4,1.6,0.17391304347826086
15.467,2.9,18,2,3,4,0,5,8,Chaotic,5,2.1666666666666665,0.2631578947368421
8.303,1.0,5,6,6,0,0,6,6,Aggressive,12,0.9230769230769231,2.0
22.539,4.3,1,0,0,2,0,0,0,Slow,0,0.0,0.0
15.243,3.4,6,0,1,3,0,2,2,Conservative,1,2.0,0.14285714285714285
14.171,3.3,3,1,1,3,0,0,2,Conservative,2,0.6666666666666666,0.5
25.515,4.8,24,8,1,3,0,9,6,Chaotic,9,1.5,0.36
27.218,5.0,3,2,0,1,0,0,1,Slow,2,0.3333333333333333,0.5
21.325,4.2,2,0,2,2,0,0,0,Slow,2,0.0,0.6666666666666666
10.174,2.0,1,1,2,0,0,1,1,Conservative,3,0.5,1.5
17.32,2.6,14,3,1,1,0,6,6,Chaotic,4,2.4,0.26666666666666666
12.326,2.5,9,1,5,4,0,7,7,Chaotic,6,2.0,0.6
11.43,2.2,1,1,2,1,0,2,0,Conservative,3,0.5,1.5
15.439,3.4,6,1,1,3,0,0,1,Conservative,2,0.3333333333333333,0.2857142857142857
21.59,5.2,27,1,1,1,0,3,4,Clumsy,2,2.3333333333333335,0.07142857142857142
37.507,5.7,8,1,1,0,0,1,1,Slow,2,0.6666666666666666,0.2222222222222222
21.67,4.1,1,2,1,1,0,1,2,Slow,3,0.75,1.5
20.042,4.3,28,0,1,0,0,7,3,Clumsy,1,5.0,0.034482758620689655
36.506,5.5,7,1,2,1,0,2,0,Slow,3,0.5,0.375
10.484,1.8,10,3,7,1,0,6,3,Aggressive,10,0.8181818181818182,0.9090909090909091
8.077,1.3,7,4,5,3,0,4,5,Aggressive,9,0.9,1.125
28.165,5.6,35,1,0,0,0,7,4,Clumsy,1,5.5,0.027777777777777776
16.138,3.4,14,5,4,3,0,4,6,Chaotic,9,1.0,0.6
25.698,5.0,2,1,1,1,0,0,1,Slow,2,0.3333333333333333,0.6666666666666666
10.22,2.9,7,0,1,1,0,2,0,Conservative,1,1.0,0.125
33.786,4.0,11,2,1,0,0,0,0,Slow,3,0.0,0.25
34.284,5.7,5,2,2,0,0,0,1,Slow,4,0.2,0.6666666666666666
25.807,5.2,33,1,0,0,0,7,5,Clumsy,1,6.0,0.029411764705882353
13.17,3.1,13,0,1,2,0,8,5,Chaotic,1,6.5,0.07142857142857142
22.845,5.2,28,3,1,0,0,8,4,Clumsy,4,2.4,0.13793103448275862
15.226,4.5,22,3,0,2,0,7,5,Clumsy,3,3.0,0.13043478260869565
16.065,3.6,7,1,0,3,0,2,0,Conservative,1,1.0,0.125
28.629,6.0,37,2,1,2,0,5,6,Clumsy,3,2.75,0.07894736842105263
26.943,1.5,14,7,3,0,0,8,3,Chaotic,10,1.0,0.6666666666666666
16.888,3.7,7,0,1,0,0,0,0,Conservative,1,0.0,0.125
27.755,5.0,6,0,1,2,0,1,2,Slow,1,1.5,0.14285714285714285
30.221,4.9,5,1,1,0,0,0,2,Slow,2,0.6666666666666666,0.3333333333333333
22.069,4.9,28,3,2,2,0,7,3,Clumsy,5,1.6666666666666667,0.1724137931034483
15.246,3.8,13,1,1,3,0,3,4,Chaotic,2,2.3333333333333335,0.14285714285714285
13.384,2.5,17,3,8,0,0,4,4,Aggressive,11,0.6666666666666666,0.6111111111111112
17.835,4.4,20,5,3,4,0,9,3,Chaotic,8,1.3333333333333333,0.38095238095238093
14.731,3.1,5,2,0,0,0,2,1,Conservative,2,1.0,0.3333333333333333
26.54,5.9,35,3,3,1,0,7,5,Clumsy,6,1.7142857142857142,0.16666666666666666
9.273,1.6,5,4,1,5,0,1,1,Pro,5,0.3333333333333333,0.8333333333333334
22.433,4.8,30,1,2,1,0,4,5,Clumsy,3,2.25,0.0967741935483871
29.596,4.8,4,2,1,2,0,2,0,Slow,3,0.5,0.6
23.502,5.2,35,3,3,2,0,5,5,Clumsy,6,1.4285714285714286,0.16666666666666666
23.834,4.1,27,2,2,1,0,3,5,Clumsy,4,1.6,0.14285714285714285
19.703,5.5,21,2,1,1,0,3,6,Clumsy,3,2.25,0.13636363636363635
26.739,5.6,33,2,3,1,0,6,6,Clumsy,5,2.0,0.14705882352941177
29.555,5.0,5,0,0,2,0,0,1,Slow,0,1.0,0.0
27.728,5.9,39,3,3,0,0,8,4,Clumsy,6,1.7142857142857142,0.15
24.929,5.5,36,0,2,1,0,8,4,Clumsy,2,4.0,0.05405405405405406
22.176,4.7,26,8,2,2,0,8,5,Chaotic,10,1.1818181818181819,0.37037037037037035
12.598,2.6,16,7,2,3,0,8,5,Aggressive,9,1.3,0.5294117647058824
18.0,3.8,8,2,1,3,0,2,2,Conservative,3,1.0,0.3333333333333333
18.044,5.3,39,3,1,2,0,3,4,Clumsy,4,1.4,0.1
11.188,2.5,1,1,0,2,0,2,0,Conservative,1,1.0,0.5
11.578,2.3,12,3,7,2,0,7,6,Aggressive,10,1.1818181818181819,0.7692307692307693
13.468,2.9,18,3,6,0,0,4,4,Aggressive,9,0.8,0.47368421052631576
10.0,2.0,1,0,0,1,0,2,0,Conservative,0,2.0,0.0
28.393,5.0,5,0,2,2,0,0,2,Slow,2,0.6666666666666666,0.3333333333333333
15.544,3.4,6,2,2,1,0,0,0,Conservative,4,0.0,0.5714285714285714
14.0,4.3,18,3,3,0,0,5,6,Clumsy,6,1.5714285714285714,0.3157894736842105
9.982,2.5,5,5,4,3,0,8,5,Aggressive,9,1.3,1.5
32.843,5.2,6,0,2,1,0,2,0,Slow,2,0.6666666666666666,0.2857142857142857
24.42,5.2,32,1,1,0,0,3,4,Clumsy,2,2.3333333333333335,0.06060606060606061
17.323,4.5,20,0,0,0,0,5,6,Clumsy,0,11.0,0.0
10.481,1.8,5,2,3,5,0,0,2,Pro,5,0.3333333333333333,0.8333333333333334
14.0,4.0,18,3,3,1,0,7,5,Clumsy,6,1.7142857142857142,0.3157894736842105
30.0,6.0,40,1,1,2,1,7,3,Clumsy,2,3.3333333333333335,0.04878048780487805
14.428,2.8,4,2,1,2,0,1,0,Conservative,3,0.25,0.6
25.931,4.9,3,0,0,1,0,2,1,Slow,0,3.0,0.0
12.427,2.4,16,3,4,5,0,7,6,Aggressive,7,1.625,0.4117647058823529
13.127,2.8,15,8,4,0,0,7,6,Aggressive,12,1.0,0.75
15.307,3.3,5,0,2,1,0,1,2,Conservative,2,1.0,0.3333333333333333
27.155,5.7,36,1,1,2,0,8,4,Clumsy,2,4.0,0.05405405405405406
11.414,2.5,2,2,0,1,0,0,1,Conservative,2,0.3333333333333333,0.6666666666666666
10.0,2.2,1,1,2,2,0,1,0,Conservative,3,0.25,1.5
31.711,4.9,8,0,0,2,0,0,2,Slow,0,2.0,0.0
15.619,3.3,6,2,2,1,0,0,2,Conservative,4,0.4,0.5714285714285714
12.692,1.2,5,3,4,2,0,7,4,Aggressive,7,1.375,1.1666666666666667
27.687,4.2,23,2,0,0,0,8,4,Clumsy,2,4.0,0.08333333333333333
11.946,2.9,14,3,6,3,0,7,4,Aggressive,9,1.1,0.6
15.845,5.1,27,2,2,0,0,5,3,Clumsy,4,1.6,0.14285714285714285
11.579,2.6,2,0,1,0,0,2,0,Conservative,1,1.0,0.3333333333333333
7.339,2.4,10,4,4,4,0,5,7,Chaotic,8,1.3333333333333333,0.7272727272727273
12.683,1.6,16,6,3,3,0,8,4,Chaotic,9,1.2,0.5294117647058824
19.099,3.7,18,4,0,2,0,9,7,Chaotic,4,3.2,0.21052631578947367
7.989,1.0,1,2,2,1,0,1,1,Pro,4,0.4,2.0
11.646,2.5,2,0,2,0,0,2,2,Conservative,2,1.3333333333333333,0.6666666666666666
33.101,5.5,7,1,0,1,0,2,0,Slow,1,1.0,0.125
20.245,4.5,22,2,2,0,0,3,4,Clumsy,4,1.4,0.17391304347826086
9.406,1.6,3,1,3,5,0,2,2,Pro,4,0.8,1.0
18.0,4.0,8,2,2,1,0,2,2,Conservative,4,0.8,0.4444444444444444
12.095,2.6,2,1,0,0,0,1,1,Conservative,1,1.0,0.3333333333333333
24.033,4.9,1,2,2,0,0,1,1,Slow,4,0.4,2.0
27.199,4.9,3,0,2,2,0,1,1,Slow,2,0.6666666666666666,0.5
11.202,2.2,1,2,0,1,0,0,1,Conservative,2,0.3333333333333333,1.0
39.3,6.0,10,1,0,1,0,2,1,Slow,1,1.5,0.09090909090909091
13.135,2.9,3,2,0,3,0,1,1,Conservative,2,0.6666666666666666,0.5
15.905,2.3,19,0,0,5,0,3,4,Chaotic,0,7.0,0.0
19.986,4.8,41,1,0,1,0,5,5,Clumsy,1,5.0,0.023809523809523808
28.991,5.0,5,2,1,1,0,1,1,Slow,3,0.5,0.5
23.385,5.0,29,1,3,0,0,8,6,Clumsy,4,2.8,0.13333333333333333
20.679,5.0,28,0,2,0,0,7,6,Clumsy,2,4.333333333333333,0.06896551724137931
22.504,5.3,25,2,1,2,0,8,6,Clumsy,3,3.5,0.11538461538461539
23.549,4.3,0,2,2,2,0,2,1,Slow,4,0.6,4.0
11.073,2.4,2,2,1,0,0,0,0,Conservative,3,0.0,1.0
16.497,3.7,7,2,2,3,0,0,1,Conservative,4,0.2,0.5
23.667,4.2,3,2,0,0,0,1,0,Slow,2,0.3333333333333333,0.5
23.793,4.6,24,7,1,2,0,10,6,Chaotic,8,1.7777777777777777,0.32
17.385,4.5,26,3,0,0,0,3,4,Clumsy,3,1.75,0.1111111111111111
19.428,4.5,28,3,3,1,0,5,5,Clumsy,6,1.4285714285714286,0.20689655172413793
16.218,3.2,7,1,1,3,0,0,1,Conservative,2,0.3333333333333333,0.25
12.707,2.5,16,6,6,0,0,6,6,Aggressive,12,0.9230769230769231,0.7058823529411765
11.869,2.6,12,4,4,4,0,7,5,Aggressive,8,1.3333333333333333,0.6153846153846154
14.0,4.0,18,1,1,0,0,4,4,Clumsy,2,2.6666666666666665,0.10526315789473684
26.675,5.6,33,0,1,1,0,7,6,Clumsy,1,6.5,0.029411764705882353
28.144,4.7,5,0,1,2,0,0,2,Slow,1,1.0,0.16666666666666666
32.73,5.1,7,1,1,2,0,2,1,Slow,2,1.0,0.25
8.07,1.4,2,2,3,4,0,0,0,Pro,5,0.0,1.6666666666666667
8.973,1.3,10,5,3,0,0,7,3,Aggressive,8,1.1111111111111112,0.7272727272727273
14.849,3.2,5,1,1,3,0,0,0,Conservative,2,0.0,0.3333333333333333
17.136,3.3,7,0,2,0,0,2,1,Conservative,2,1.0,0.25
12.037,2.3,5,2,0,1,0,1,1,Conservative,2,0.6666666666666666,0.3333333333333333
9.124,1.3,9,4,7,1,0,7,5,Aggressive,11,1.0,1.1
25.062,4.4,1,2,1,1,0,2,0,Slow,3,0.5,1.5
14.0,3.0,16,5,5,2,0,8,4,Aggressive,10,1.0909090909090908,0.5882352941176471
8.767,1.5,3,2,2,2,0,2,2,Pro,4,0.8,1.0
13.795,2.8,4,2,0,3,0,2,0,Conservative,2,0.6666666666666666,0.4
29.52,4.7,4,2,1,0,0,2,0,Slow,3,0.5,0.6
11.447,2.1,12,2,7,3,0,7,3,Aggressive,9,1.0,0.6923076923076923
30.0,5.8,38,0,0,0,0,5,6,Clumsy,0,11.0,0.0
35.559,5.3,8,1,1,1,0,1,1,Slow,2,0.6666666666666666,0.2222222222222222
14.135,2.4,16,0,7,2,0,9,3,Chaotic,7,1.5,0.4117647058823529
10.369,2.0,0,1,0,3,0,0,1,Conservative,1,0.5,1.0
10.23,1.9,2,3,1,2,0,2,0,Pro,4,0.4,1.3333333333333333
17.387,4.0,8,1,0,3,0,1,1,Conservative,1,1.0,0.1111111111111111
34.266,5.3,9,2,1,1,0,0,0,Slow,3,0.0,0.3
13.434,2.7,3,1,2,0,0,0,1,Conservative,3,0.25,0.75
35.314,5.2,8,0,2,0,0,0,0,Slow,2,0.0,0.2222222222222222
10.699,2.4,1,1,2,3,0,1,1,Conservative,3,0.5,1.5
12.865,2.7,4,0,0,0,0,0,1,Conservative,0,1.0,0.0
12.469,2.6,15,6,5,0,0,4,4,Aggressive,11,0.6666666666666666,0.6875
21.632,4.7,26,2,0,1,0,6,3,Clumsy,2,3.0,0.07407407407407407
19.435,4.7,26,2,3,0,0,6,3,Clumsy,5,1.5,0.18518518518518517
8.964,1.5,3,1,3,3,0,0,2,Pro,4,0.4,1.0
15.236,3.4,6,0,0,1,0,1,2,Conservative,0,3.0,0.0
35.229,5.4,9,1,2,0,0,0,1,Slow,3,0.25,0.3
32.993,4.9,8,2,1,2,0,1,0,Slow,3,0.25,0.3333333333333333
23.168,4.1,2,0,0,1,0,2,2,Slow,0,4.0,0.0
30.218,5.1,4,0,1,2,0,2,1,Slow,1,1.5,0.2
12.18,2.6,3,0,0,2,0,2,2,Conservative,0,4.0,0.0
26.794,5.9,37,3,3,1,0,4,6,Clumsy,6,1.4285714285714286,0.15789473684210525
10.441,1.7,7,4,4,4,0,4,5,Aggressive,8,1.0,1.0
23.147,5.4,31,1,1,2,0,5,6,Clumsy,2,3.6666666666666665,0.0625
10.92,2.0,6,4,2,5,0,0,1,Pro,6,0.14285714285714285,0.8571428571428571
12.028,2.9,7,0,0,2,0,1,0,Conservative,0,1.0,0.0
27.534,4.4,4,2,0,1,0,2,0,Slow,2,0.6666666666666666,0.4
16.994,3.5,18,6,2,3,0,8,5,Chaotic,8,1.4444444444444444,0.42105263157894735
9.745,1.4,8,6,5,1,0,3,5,Aggressive,11,0.6666666666666666,1.2222222222222223
18.453,5.0,6,1,1,1,0,0,1,Slow,2,0.3333333333333333,0.2857142857142857
28.761,4.0,31,2,0,0,0,5,4,Clumsy,2,3.0,0.0625
27.94,5.4,27,6,1,5,0,10,4,Chaotic,7,1.75,0.25
17.702,4.0,6,2,1,0,0,1,1,Conservative,3,0.5,0.42857142857142855
27.857,4.7,26,7,5,0,0,10,4,Chaotic,12,1.0769230769230769,0.4444444444444444
22.15,4.7,23,5,4,3,0,9,3,Chaotic,9,1.2,0.375
23.157,5.4,33,1,1,1,0,5,4,Clumsy,2,3.0,0.058823529411764705
20.0,4.0,1,0,1,2,0,2,2,Slow,1,2.0,0.5
20.0,4.2,0,1,1,0,0,2,1,Slow,2,1.0,2.0
28.062,5.1,5,0,0,0,0,0,2,Slow,0,2.0,0.0
10.398,2.2,2,0,2,0,0,2,1,Conservative,2,1.0,0.6666666666666666
20.918,4.4,25,0,1,0,0,6,4,Clumsy,1,5.0,0.038461538461538464
14.604,3.3,5,0,1,1,0,1,2,Conservative,1,1.5,0.16666666666666666
8.34,1.0,6,8,3,1,0,6,5,Aggressive,11,0.9166666666666666,1.5714285714285714
10.0,2.0,1,0,0,1,0,2,2,Conservative,0,4.0,0.0
28.378,4.8,5,0,1,1,0,0,0,Slow,1,0.0,0.16666666666666666
9.17,2.7,8,7,1,4,0,7,3,Aggressive,8,1.1111111111111112,0.8888888888888888
19.948,3.9,7,2,2,0,0,2,2,Slow,4,0.8,0.5
20.438,5.0,27,1,1,2,0,8,5,Clumsy,2,4.333333333333333,0.07142857142857142
10.0,2.0,0,0,0,0,0,0,0,Conservative,0,0.0,0.0
15.16,3.3,5,2,2,1,0,0,2,Conservative,4,0.4,0.6666666666666666
20.289,4.0,1,2,0,1,0,2,0,Slow,2,0.6666666666666666,1.0
9.178,1.1,6,3,3,3,0,7,6,Aggressive,6,1.8571428571428572,0.8571428571428571
25.802,6.0,26,0,5,1,0,7,4,Chaotic,5,1.8333333333333333,0.18518518518518517
11.781,1.3,12,0,2,3,1,4,8,Chaotic,2,4.0,0.15384615384615385
15.126,3.0,6,2,2,1,0,2,2,Conservative,4,0.8,0.5714285714285714
36.733,5.6,10,0,1,0,0,0,2,Slow,1,1.0,0.09090909090909091
37.651,5.8,9,0,2,1,0,2,0,Slow,2,0.6666666666666666,0.2
18.97,3.7,22,5,3,4,0,6,8,Chaotic,8,1.5555555555555556,0.34782608695652173
17.938,1.8,8,1,2,0,0,2,0,Conservative,3,0.5,0.3333333333333333
8.265,1.0,7,6,4,2,0,5,6,Aggressive,10,1.0,1.25
9.949,1.7,11,4,5,2,0,6,6,Aggressive,9,1.2,0.75
35.523,5.8,8,2,0,2,0,2,1,Slow,2,1.0,0.2222222222222222
22.464,5.1,20,7,5,0,0,3,3,Chaotic,12,0.46153846153846156,0.5714285714285714
17.079,4.1,7,0,2,1,0,0,1,Slow,2,0.3333333333333333,0.25
31.712,5.1,6,2,0,1,0,2,1,Slow,2,1.0,0.2857142857142857
16.032,4.5,21,1,3,2,0,4,4,Clumsy,4,1.6,0.18181818181818182
39.479,5.6,8,1,2,2,0,0,0,Slow,3,0.0,0.3333333333333333
13.35,2.6,17,4,5,3,0,3,5,Aggressive,9,0.8,0.5
27.11,5.0,4,0,0,1,0,1,2,Slow,0,3.0,0.0
38.694,5.8,8,1,0,1,0,1,0,Slow,1,0.5,0.1111111111111111
21.902,5.0,27,2,3,1,0,4,4,Clumsy,5,1.3333333333333333,0.17857142857142858
19.972,4.7,26,3,2,2,0,3,3,Clumsy,5,1.0,0.18518518518518517
25.342,5.4,34,2,3,0,0,7,3,Clumsy,5,1.6666666666666667,0.14285714285714285
25.484,4.7,3,0,1,2,0,1,1,Slow,1,1.0,0.25
28.353,5.7,38,2,2,2,0,6,6,Clumsy,4,2.4,0.10256410256410256
10.0,2.0,0,0,1,2,0,0,0,Conservative,1,0.0,1.0
22.827,4.1,2,2,1,0,0,2,2,Slow,3,1.0,1.0
34.568,5.0,6,1,1,2,0,0,2,Slow,2,0.6666666666666666,0.2857142857142857
10.278,1.7,5,1,1,1,0,0,1,Pro,2,0.3333333333333333,0.3333333333333333
9.921,3.2,8,1,0,2,0,1,2,Conservative,1,1.5,0.1111111111111111
17.253,3.1,14,4,4,4,0,8,4,Chaotic,8,1.3333333333333333,0.5333333333333333
14.87,3.5,5,1,2,1,0,0,1,Conservative,3,0.25,0.5
8.809,1.3,3,2,3,5,0,1,0,Pro,5,0.16666666666666666,1.25
22.148,5.2,30,3,1,1,0,6,4,Clumsy,4,2.0,0.12903225806451613
29.27,6.0,39,1,3,2,0,5,5,Clumsy,4,2.0,0.1
29.835,5.3,6,0,1,2,0,0,2,Slow,1,1.0,0.14285714285714285
8.279,1.3,1,3,1,3,0,2,1,Pro,4,0.6,2.0
31.241,5.1,9,0,2,2,0,2,2,Slow,2,1.3333333333333333,0.2
22.857,4.1,0,0,1,2,0,2,1,Slow,1,1.5,1.0
20.261,3.1,29,2,4,1,0,8,4,Chaotic,6,1.7142857142857142,0.2
24.403,5.6,24,4,6,0,0,10,6,Chaotic,10,1.4545454545454546,0.4
19.061,4.3,26,2,2,0,0,3,3,Clumsy,4,1.2,0.14814814814814814
19.818,5.1,28,1,2,1,0,7,4,Clumsy,3,2.75,0.10344827586206896
10.0,2.2,2,1,1,1,0,2,0,Conservative,2,0.6666666666666666,0.6666666666666666
7.0,1.3,0,4,1,0,0,2,0,Pro,5,0.3333333333333333,5.0
12.516,2.2,15,3,6,1,0,4,3,Aggressive,9,0.7,0.5625
8.014,1.3,2,3,2,5,0,0,1,Pro,5,0.16666666666666666,1.6666666666666667
9.575,1.8,8,5,5,2,0,6,4,Aggressive,10,0.9090909090909091,1.1111111111111112
12.752,2.5,15,5,5,1,0,9,6,Chaotic,10,1.3636363636363635,0.625
32.307,5.2,6,1,1,0,0,2,1,Slow,2,1.0,0.2857142857142857
10.979,2.1,11,3,5,4,0,4,3,Aggressive,8,0.7777777777777778,0.6666666666666666
26.564,4.8,3,0,2,0,0,1,2,Slow,2,1.0,0.5
10.961,2.5,1,0,0,1,0,2,2,Conservative,0,4.0,0.0
17.73,4.0,7,1,2,0,0,2,2,Conservative,3,1.0,0.375
